L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6
ENST00000528478	22.289	18.652	8.133	27.541	24.28	17.047	30.306	13.183
ENST00000525697	23	21	17	40	35	24	38	31
ENST00000530741	2.907	4.267	1.605	1.807	3.298	7.104	2.892	2.24
ENST00000524961	0	1.057	2.223	1.482	2.462	1.422	1.56	0
ENST00000533584	3.376	0	1.165	5.205	3.079	3.697	6.68	1.977
ENST00000533770	1.984	19.795	16.739	15.197	61.283	34.41	20.448	17.784
ENST00000420722	0	0	0	0	0	0	0	0
ENST00000526353	31.425	44.737	51.426	30.259	51.433	63.323	72.672	45.744
ENST00000527019	2.001	8.145	5.943	32.789	11.788	9.147	17.306	5.645
ENST00000533661	8.751	21.333	9.933	60.982	28.832	29.568	25.812	7.286
ENST00000339764	7.938	8.334	10.145	10.134	3.501	0	4.179	7.786
ENST00000535730	2.649	9.776	0	1.202	0	0	2.718	3.579
ENST00000537753	0	4.931	7.843	0	0	9.26	2.889	3.798
ENST00000542350	7.937	13.36	0	0	0	1.74	0	5.16
ENST00000543947	6.511	22.599	11.063	17.679	8.499	0	9.215	6.7
ENST00000592367	26.064	21.11	16.986	18.708	23.587	31.439	25.383	16.648
ENST00000590711	0	2.099	0	3.184	0	0	0	0
ENST00000366772	15.428	17.169	7.123	5.246	28.8	0	19.755	5.292
ENST00000592745	0	0	0	0	0	1.84	0	0
ENST00000592315	2.657	0	2.682	0	0	0	0	1.563
ENST00000392095	261.279	281.921	398.215	227.726	432.738	455.714	378.469	395.55
ENST00000366773	0	0	0	0	0	0	0	0
ENST00000592580	19.812	13.741	23.932	17.296	7.038	37.777	20.872	28.647
ENST00000586341	0	4.996	0	1.539	0	0	0	0
ENST00000418781	0	71.762	0	116.999	15.948	0	0	0
ENST00000588437	40.22	55.505	46.185	38.695	65.005	76.617	51.211	63.736
ENST00000588451	76.01	121.295	127.119	125.124	131.419	94.995	157.356	127.016
ENST00000590017	4.753	0	9.076	0	0	0	0	0
ENST00000366771	72.853	118.412	116.093	124.121	60.888	132.959	72.93	104.364
ENST00000492738	7.293	17.954	19.592	24.404	13.487	24.68	17.202	30.182
ENST00000477995	2.395	8.038	6.997	0	3.09	0	3.822	0
ENST00000254900	12.471	2.254	14.58	8.099	6.108	8.904	18.374	12.292
ENST00000427976	0	0	0	0	0	0	0	0
ENST00000472478	5.814	13.916	17.454	12.521	0	16.337	17.643	14.684
ENST00000441656	0	0	0	0	0	0	0	0
ENST00000454473	103.724	111.039	126.368	99.308	48.327	0	37.222	53.05
ENST00000418329	0	0	0	0	0	0	0	0
ENST00000230901	283.979	412.328	391.637	328.823	122.796	319.334	415.295	350.699
ENST00000402931	0	0	0	0	0	0	0	0
ENST00000512140	86.462	82.934	71.576	85.86	61.081	120.164	104.471	114.585
ENST00000460746	1.783	0	5.957	3.951	1.663	10.481	8.19	0
ENST00000489351	0	1.555	3.228	3.113	1.741	3.51	2.844	0
ENST00000515014	0	0	0	0	0	0	0	0
ENST00000506167	0	4.964	0	0	0	17.314	11.33	0
ENST00000511898	0	0	0	0	0	0	10.696	2.791
ENST00000483805	22.21	18.549	27.982	16.819	26.109	18.538	20.073	14.602
ENST00000463620	35.108	69.515	57.657	55.804	24.342	57.532	60.013	53.752
ENST00000453824	0	0	20.452	7.908	6.604	2.389	12.908	3.879
ENST00000471892	19.218	40.154	40.555	28.012	24.754	27.385	40.518	19.172
ENST00000428808	3.402	0	0	0	0	0	0	0
ENST00000432618	39	19.158	16.476	26.318	2.959	5.111	23.347	18.064
ENST00000425764	15.403	0	0	0	0	0	0	0
ENST00000450756	0	0	0	0	0	0	1.388	0
ENST00000515254	5.898	1.954	7.119	11.177	1.878	6.351	5.406	0
ENST00000430331	0	0	0	0	0	0	0	0
ENST00000471437	0	1.015	1	0	1	3.049	2.07	3.023
ENST00000411594	373.588	449.108	531.303	582.871	271.636	444.353	744.657	475.406
ENST00000504577	0	0	0	0	0	0	0	0
ENST00000512593	0	0	0	0	0	4.598	0	9.657
ENST00000324417	16.14	0	2	0	0	0	1.776	0
ENST00000507685	0	9.105	0	0	1.189	1.402	0	11.359
ENST00000513614	12.86	11.895	0	6	5.811	0	9.224	29.984
ENST00000577961	0	0	169.065	54.082	0	0	157.486	471.165
ENST00000584307	0	0	73.247	18.172	0	58.57	0	77.831
ENST00000314574	514.041	590.825	676.977	652.991	391.512	215.695	188.938	248.377
ENST00000577611	0	3.397	1.725	8.225	0	2.976	0	3.81
ENST00000581960	5.66	9.772	8.963	1.884	3.054	4.886	5.339	7.638
ENST00000527401	438.874	463.661	585.313	579.748	350.16	829.245	424.574	620.637
ENST00000323180	1083.77	1098.871	1183.768	1207.145	564.209	1151.342	685.356	1091.818
ENST00000530587	28.713	13.819	45.317	31.285	22.087	27.637	33.456	35.868
ENST00000418153	860.732	669.22	739.859	697.653	229.334	454.872	340.8	622.906
ENST00000525676	2.368	11.831	3.038	9.357	0	0	0	7.706
ENST00000532028	11.213	4.914	2.044	6.942	5.57	5.83	0	7.709
ENST00000534724	6.182	10.165	9.476	11	4	15.436	7	8.098
ENST00000527753	0	0	4.991	0	0	0	0	2.299
ENST00000534766	34.415	25.5	39.821	29.016	28.197	54.012	22.226	39.06
ENST00000532883	69.167	74.674	83.006	75.869	51.293	61.29	60.556	81.273
ENST00000525679	0	2.716	0	0	0	1.263	0	1.377
ENST00000524497	0	1.781	0	1.816	0	1.632	0	0
ENST00000531959	14.954	0	1.923	0	1.675	0	1.904	2.415
ENST00000529734	0	0	0	0	0	0	0	0
ENST00000529782	0	0	1.44	0	0	1.161	1.561	0
ENST00000533757	13.935	12.963	13.172	19.983	1.645	5.289	5.403	16.012
ENST00000525438	7.27	9.409	0	6.43	6.028	12.687	0	0
ENST00000527782	0	0	10.494	0	0	0	0	5.999
ENST00000532010	4.303	0	6.107	10.912	0	1.97	1.79	6.664
ENST00000528893	4.389	2.089	5.963	1.186	7.816	2.135	3.794	5.38
ENST00000530312	2.234	0	2.196	0	0	1.119	0	3.106
ENST00000322177	91	129	250.002	120	109	130.001	261	250.578
ENST00000383812	0	0	0	0	0	0	0	0
ENST00000469686	0	0	1.495	0	0	0	0	0
ENST00000434756	0	0.847	4.575	0	0	0	0	0
ENST00000438091	0	0	0	0	0	0	0	0
ENST00000412901	0	0	0	0	0	0	0	0
ENST00000466046	8.06	0	0	3.111	2.88	0	0	0
ENST00000498214	0	0	6.381	0	0	0	0	0
ENST00000295981	0	5.097	0	0	0	0	0	0
ENST00000451231	0	0	0	0	0	0	0	13.285
ENST00000403601	6.881	0	0	3.888	0	0	0	0
ENST00000483582	9.072	26.085	57.182	18.39	3.936	7.657	34.653	9.18
ENST00000481032	0	0	0	0	0	0	0	1
ENST00000497102	0	0	0	0	0	0	0	0
ENST00000494365	0	0	0	0	0	0	0	0
ENST00000436503	0	0	0	0	0	0	0	0
ENST00000476810	0	0	0	0	0	0	0	0
ENST00000451271	0	0	0	0	0	0	0	0
ENST00000424206	0	0	0	0	0	0	0	0
ENST00000490512	0	0	0	0	0	0	0	0
ENST00000440502	0	0	0	0	0	0	0	0
ENST00000455057	0	0	0	0	0	0	0	0
ENST00000413608	0	0	0	0	30.6	0	0	0
ENST00000451165	0	0	0	0	0	0	0	0
ENST00000478206	0	3.745	0	0	0	0	0	0
ENST00000464406	0	0	0	0	0	0	0	0
ENST00000461995	0	0	0	0	0	0	0	0
ENST00000497387	12.017	5.226	7.383	8.762	0	9.891	0	0
ENST00000466712	0	0	0	0	1.047	0	0	0
ENST00000465794	2	7	5.262	10.118	6.953	4.452	9.347	7.569
ENST00000416074	0	0	7.722	0	7.583	0	0	0
ENST00000370989	0	0	0	0	0	0	0	0
ENST00000475052	0	0	0	0	0	0	0	0
ENST00000284562	0	0	0	0	0	0	0	0
ENST00000287275	3.726	18.7	3	6.48	0	0	0	0
ENST00000532258	0	6.045	0	14.52	0	1	0	11
ENST00000533636	0	5.256	0	0	0	0	0	0
ENST00000568423	0	0	0	0	0	0	0	0
ENST00000425597	144.785	140.444	252.381	210.661	76.263	0	329.972	97.3
ENST00000562327	0	0	0	1.377	0	0	0	0
ENST00000568018	0	0	13.083	0	1.738	1.066	28.593	0
ENST00000562212	0	0	0	0	0	0	0	8.754
ENST00000565923	0	0	0	0	0	0	0	0
ENST00000567920	0	0	1.774	0	0	0	1.682	0
ENST00000562765	6.15	8.665	0	12.497	13.879	0	0	4.669
ENST00000567535	0	1.091	2.23	0	0	0	2.086	1.035
ENST00000566872	0	0	0	0	0	0	0	0
ENST00000564491	0	7.985	8.534	0	0	0	13.218	0
ENST00000361900	0	0	0	15.196	0	83.503	0	0
ENST00000564141	0	0	0	0	0	0	0	0
ENST00000568119	0	0	0	3.853	0	0	0	0
ENST00000565989	1.065	0	0	0	0	0	0	0
ENST00000564779	0	0	0	0	0	0	0	0
ENST00000567529	0	0	0	0	0	2.269	0	0
ENST00000568081	0	3.815	3.056	5.416	3.119	1.161	3.45	2.241
ENST00000419147	15.25	7.465	5.522	18.24	7.256	23.522	5.556	0
ENST00000412227	29.627	27.676	32.699	34.355	36.156	34.744	30.191	22.691
ENST00000331536	241.888	259.819	385.405	325.299	181.308	202.34	291.303	382.118
ENST00000442291	19.061	7.724	4.574	11.453	14.374	9.735	13.942	10.158
ENST00000488850	4.672	8.64	5.26	11.172	5.455	6.137	1.333	1.357
ENST00000469785	9.821	7.245	9.193	6.051	4.51	5.349	9.719	15.263
ENST00000479014	5.681	18.431	22.862	12.656	8.184	14.175	12.957	13.413
ENST00000248564	54	68	137	8	57	28	71	6
ENST00000377671	148.027	204.788	125.912	240.647	74.8	107.315	133.199	105.529
ENST00000360010	0	0	0	1.409	1.251	0	0	0
ENST00000628216	12.228	79.009	123.916	0	0	53.642	46.349	0
ENST00000434018	9.905	8.664	0	0	0	0	0	0
ENST00000630056	89.632	0	32.566	72.775	57.927	93.25	31.657	0
ENST00000626025	1.87	5.321	9.438	6.993	0	14.084	4.718	2.715
ENST00000316358	0	20.763	0	0	0	0	0	108.721
ENST00000425686	0	0	0	0	0	0	0	0
ENST00000462170	74.471	122.787	102.787	95.999	50.228	143.84	64.368	97.152
ENST00000538547	0	0	0	0	0	0	0	0
ENST00000396026	0	0	0	0	0	0	0	0
ENST00000622607	87.182	38.165	48.695	96.796	59.73	57.528	5.727	30.145
ENST00000535822	18.944	24.865	27.271	0	3.25	6.504	4.648	0
ENST00000402618	10.008	20.483	14.942	35.548	8.256	42.806	41.836	13.17
ENST00000401790	0	0	0	11.533	0	0	0	0
ENST00000644715	234.65	427.34	577.703	491.093	294.689	466.023	756.78	376.261
ENST00000460874	9.139	41.137	50.198	55.193	0	4.884	75.705	6.022
ENST00000580675	0	0	0	0	0	0	0	0
ENST00000580900	88.314	168.668	191.116	191.528	95.723	139.986	157.944	143.144
ENST00000419385	121.83	251.715	261.125	278.273	90.431	119.595	301.227	169.892
ENST00000580718	31.377	0	0	0	0	5.037	0	0
ENST00000579422	0	0	1.065	2.263	1.023	1.136	0	1.146
ENST00000427788	0	0	1.302	1.284	1.228	3.005	4.56	5.458
ENST00000577563	5.14	1.049	0	0	0.789	0	3.389	0
ENST00000584988	5.831	19.88	17.735	24.684	15.187	28.504	33.903	19.453
ENST00000581962	1.421	7.615	7.366	1.59	8.375	0	2.46	1.63
ENST00000484957	0	0	3.376	1.312	0	0	1.53	3.102
ENST00000616982	0	0	4.406	0	0	0	0	0
ENST00000222249	94.863	65.437	61.504	63.678	93.14	63.85	29.549	39.162
ENST00000594192	4.806	5.02	3	0	6.637	3.117	0	1.713
ENST00000609922	0	0	0	4.098	0	0	0	3.238
ENST00000615435	97.32	37.495	50.186	9.626	74.407	12.156	6.064	53.229
ENST00000556246	0	0	0	0	0	0	0	0
ENST00000641517	0	0	0	0	0	0	0	0
ENST00000321037	1616.03	1009	934	1345.155	524	600	514.023	1279.411
ENST00000458610	0	5.798	3.925	0	2.174	0	0	8.02
ENST00000324106	257.727	514.664	252.418	119	273.826	2648.092	131	238.311
ENST00000374481	5.273	13.538	5.657	0	0	77.255	0	4.669
ENST00000526355	0	2	8	6	0	0	0	0
ENST00000282249	1	0	0	0	0	0	0	0
ENST00000347596	0	0	0	0	0	0	0	1
ENST00000640506	1	0	1	0	0	0	0	0
ENST00000285046	0	0	0	2.204	1.03	1.873	0	2.181
ENST00000457774	0	0	0	0	0	0	0	0
ENST00000468662	0	0	1.65	0	0	0	1	0
ENST00000476851	0	0	0	0	0	0	0	0
ENST00000487605	3	3	2.607	6.796	10.97	3.48	2.058	2.524
ENST00000543601	0	0	0	0	0	0	0	0
ENST00000372726	13.495	15.254	7.285	29.22	6.348	8.675	7.793	11.383
ENST00000494455	6.157	0	0	0	0	0	0	0
ENST00000488588	0	0	0	1.314	0	1.314	0	0
ENST00000468375	3.259	0	1	0	1	0	1	0
ENST00000641808	0	0	0	0	0	0	0	0
ENST00000641200	0	0	0	0	0	0	0	0
ENST00000641705	0	0	0	0	0	0	0	0
ENST00000315957	0	0	0	0	0	0	0	0
ENST00000532620	0	0	0	0	0	0	0	0
ENST00000534740	0	0	0	1	0	0	0	0
ENST00000608857	0	0	1	0	0	0	0	0
ENST00000531518	0	0	0	0	0	0	0	0
ENST00000528291	0	0	0	0	1	1	0	0
ENST00000557414	0	0	0	0	0	0	0	1
ENST00000557677	0	0	0	0	0	0	0	0
ENST00000641240	0	0	0	1	0	0	0	0
ENST00000315947	0	0	0	0	0	0	0	0
ENST00000373106	0	3.811	0	0	0	0	0	0
ENST00000373104	0	0	0	0	0	0	0	0
ENST00000373103	0	0	0	0	0	0	0	0
ENST00000480825	1.256	0	7	1.345	2	3	0	0
ENST00000464465	0	2.189	0	0	0	0	0	0
ENST00000487540	0	0	0	0	0	0	0	0
ENST00000484762	0	0	0	1.955	0	0	0	0
ENST00000466138	0	0	0	0	0	0	0	0
ENST00000464365	0	0	0	1.7	0	0	0	0
ENST00000469380	0	0	0	0	0	0	0	0
ENST00000526980	1	0	0	0	0	0	0	2
ENST00000489551	0	0	0	0	0	0	0	1
ENST00000533491	0	0	0	0	0	0	0	0
ENST00000361632	9.744	0	0	0	0	0	0	0
ENST00000331941	0	0	0	0	0	0	0	0
ENST00000613675	15.07	9.443	14.883	750.233	13.115	0	1468.58	0
ENST00000619548	9.935	0	0	0	0	0	48.346	0
ENST00000399503	596.679	586.339	730.55	632.075	537.998	515.005	412.179	743.404
ENST00000469188	37.321	79.661	69.466	67.925	75.738	144.063	72.821	131.596
ENST00000642117	0	0	0	0	0	0	0	1
ENST00000331723	0	0	0	0	0	0	0	0
ENST00000196489	114	144	138.93	176.959	168.883	119	151	120.352
ENST00000257832	0	0	0	0	0	0	0	0
ENST00000312319	0	0	0	0	0	0	0	0
ENST00000429939	0	0	1	0	0	0	0	0
ENST00000528709	0	0	0	0	0	0	0	0
ENST00000532417	1.001	1.002	2	0	0	0	2	0
ENST00000620316	1	0	0	0	0	0	0	0
ENST00000598726	0	3	2.125	1.041	2.229	0	0	0
ENST00000600053	0	0	1.297	1.245	0	2.4	1.144	0
ENST00000536878	0	77.919	0	0	13.625	0	0	0
ENST00000597850	103.343	109.25	182.322	197.421	116.504	157.709	178.535	108.727
ENST00000597219	1.534	3.811	0	2.713	4.288	5.281	1.58	2.027
ENST00000598689	0	0	0	0	0	0	0	0
ENST00000599456	65.684	92.02	65.826	73.621	78.471	14.61	101.497	55.67
ENST00000307468	0	0	0	0	0	0	0	11.293
ENST00000559005	16.269	31.784	35.618	36.638	40.064	43.961	28.62	40.967
ENST00000560410	146.117	58.067	44.348	136.76	178.606	107.862	11.845	103.88
ENST00000216802	4272.703	5458.37	7256.686	5702.32	5139.109	4184.572	7001.416	5746.882
ENST00000471700	4.012	4.27	0	27.56	44.432	13.761	14.1	29.067
ENST00000559042	21.491	20.518	29.505	32.59	50.09	21.555	28.209	38.484
ENST00000559453	84.196	165.034	232.382	168.408	264.636	218.069	200.338	248.865
ENST00000558273	129.992	183.885	122.091	187.216	97.929	125.013	167.876	158.067
ENST00000558931	161.855	195.233	197.976	247.889	220.789	293.435	222.774	224.253
ENST00000560370	0	14.148	0	13.758	0	0	89.72	57.551
ENST00000559359	17.981	16.885	34.006	15.426	32.603	22.113	14.29	17.912
ENST00000559056	53.978	37.033	24.598	46.586	44.614	16.051	46.582	40.901
ENST00000559493	0	0	0	0	17.779	0	0	0
ENST00000560592	26.494	20.477	12.463	32.085	31.153	10.444	20.756	23.551
ENST00000560788	129.787	143.94	202.832	185.353	144.638	166.579	189.311	176.678
ENST00000559613	0	3.086	5.798	0	0	0	0	0
ENST00000561103	55.169	67.84	30.629	39.632	39.39	48.025	15.785	26.927
ENST00000615264	296.828	331.069	269.385	279.988	225.365	222.814	270.926	292.955
ENST00000630027	0	0	0	0	0	0	0	0
ENST00000409573	93.034	170.731	87.082	200.487	180.494	241.718	191.553	201.213
ENST00000476902	4.112	33.262	7.612	18.045	10.503	31.623	15.475	18.576
ENST00000474234	17.651	13.139	5.372	16.621	1.539	3.66	12.583	19.379
ENST00000466259	5.063	21.44	4.846	14.252	19.525	23.342	32.632	8.93
ENST00000464305	3.326	10.305	4.923	13.118	5.674	15.017	6.054	9.045
ENST00000495264	11.702	6.85	5.093	5.514	4.933	3.083	7.363	1.306
ENST00000615791	0	0	0	0	0	11.88	0	0
ENST00000272570	180.69	222.248	98.488	340.714	198.574	174.986	393.873	206.192
ENST00000622573	0	0	0	0	0	0	0	0
ENST00000616987	0	0	0	0	0	0	0	0
ENST00000610867	0	0	1	1.865	0	0	0	0
ENST00000621958	0	0	0	0	0	0	0	0
ENST00000593239	0	0	2.85	0	0	1.377	0	4.344
ENST00000591658	0	0	0	7.918	0	0	0	0
ENST00000377540	11	15	21.15	9.088	24	8.623	9	4.656
ENST00000585530	0	0	0	0	0	0	0	1
ENST00000579457	188.531	331.381	326.016	342.321	224.861	369.371	405.491	348.777
ENST00000578956	34.411	9.477	42.025	9.811	12.747	0	11.221	14.923
ENST00000494272	54.281	70.93	58.667	59.29	44.639	86.438	75.488	87.459
ENST00000301037	0	0	0	0	26.443	6.159	23.832	10.41
ENST00000581199	6.548	7.199	20.005	13.413	0	0	0	14.854
ENST00000526073	1.229	1.357	1.267	3.109	0	1.357	1.357	0
ENST00000461399	22.215	32.116	31.103	28.612	14.988	47.297	31.64	30.518
ENST00000527918	28.801	39.991	45.416	50.033	36.259	54.635	56.305	49.462
ENST00000530121	0	0	0	0	0	0	0	0
ENST00000469832	0	0	0	0	1.466	0	0	0
ENST00000527863	9.369	11.618	10.902	16.368	6.118	19.194	10.679	13.809
ENST00000525510	0	0	0	1.872	0	0	0	2.525
ENST00000444335	0	0	0	0	0	0	0	0
ENST00000333892	0	0	0	0	0	0	0	0
ENST00000335093	0	0	0	0	0	0	0	0
ENST00000216071	1	0	0	0	0	0	0	0
ENST00000370879	0	0	0	0	1	0	1	3
ENST00000298542	0	0	0	0	0	0	0	0
ENST00000464296	2	1	0	1	0	1	0	0
ENST00000319977	134.927	182.158	164.871	246.546	63.591	165.139	396.447	152.447
ENST00000585683	99.296	61.831	140.259	152.132	96.21	49.545	222.656	96.96
ENST00000245382	49.232	99.668	70.143	74.084	84.759	72.151	59.953	42.885
ENST00000588434	0	0	0	14.859	0	0	31.095	14.792
ENST00000588073	6.546	16.343	19.727	13.379	18.439	11.166	19.849	7.189
ENST00000417688	4.47	11.739	7.03	16.502	3.958	2.392	12.288	5.141
ENST00000482652	55.732	62.99	112.055	105.548	136.405	59.435	141.137	48.961
ENST00000357137	431.343	620.353	583.074	758.849	411.351	500.981	870.508	573.188
ENST00000428799	72.414	94.512	114.651	98.07	54.88	58.509	83.877	73.296
ENST00000465258	0	2.421	0	0	0	3.162	5.601	0
ENST00000614001	0	0	0	8.515	0	0	0	0
ENST00000485109	0	5.33	0	0	0	0	0	0
ENST00000437843	0	0	0	0	0	0	0	0
ENST00000480224	0	0	0	0	0	0	0	0
ENST00000302091	119.66	79.795	112.831	116.066	80.905	95.607	135.389	111.294
ENST00000450845	0	18.138	12.724	19.213	8.014	7.866	0	19.633
ENST00000512761	12.559	0	0	0	0	0	0	0
ENST00000514983	0	0	0	0	0	0	0	0
ENST00000509959	0	32.173	5.938	26.721	13.169	12.547	9.452	20.738
ENST00000451821	20.781	0	19.506	0	12.911	41.981	16.159	24.364
ENST00000507779	0	0	0	0	0	0	0	0
ENST00000338901	0	0	0	0	0	0	0	0
ENST00000525810	0	0	0	0	0	0	0	0
ENST00000527388	0	0	0	0	0	0	0	0
ENST00000533317	0	0	0	0	0	0	0	0
ENST00000374548	0	0	1.027	1.012	1.002	0	0	0
ENST00000502251	0	0	0	0	0	0	0	0
ENST00000374553	0	0	0	0	0	0	0	0
ENST00000374552	0	0	0	0	0	0	0	0
ENST00000524573	0	0	0	0	0	0	0	0
ENST00000503592	0	0	0	0	0	0	0	0
ENST00000510681	0	0	0	0	0	0	0	0
ENST00000530321	0	0	0	0	0	0	0	0
ENST00000616899	0	0	1	4	2	0	1	3
ENST00000619234	0	0	0	0	0	0	0	0
ENST00000618709	0	24.848	19.596	4.921	0	26.088	0	21.097
ENST00000405312	0	0	24.174	0	0	0	0	0
ENST00000490769	0	0	0	0	0	0	0	1
ENST00000244295	0	0	0	0	0	0	0	0
ENST00000597374	0	0	0	0	0	0	0	0
ENST00000597349	0	0	0	0	0	0	0	0
ENST00000596907	0	0	0	0	0	0	0	0
ENST00000599391	0	0	0	0	0	0	0	0
ENST00000601041	0	0	0	2.002	0	0	0	0
ENST00000599746	0	0	0	0	0	0	0	0
ENST00000595949	0	0	0	0	0	0	0	0
ENST00000599371	0	0	2.537	0	0	0	0	0
ENST00000495316	0	0	0	0	0	0	0	0
ENST00000596199	0	0	0	0	0	0	0	0
ENST00000451895	0	0	1.696	2	0	0	0	0
ENST00000600572	0	1	0	0	0	0	0	0
ENST00000597912	1	0	5.263	0	0	0	0	0
ENST00000433626	0	0	0	0	1	2.999	4	0
ENST00000383539	0	0	0	0	0	0	0	0
ENST00000460091	0	0	0	0	0	0	0	0
ENST00000290374	0	0	0	0	0	0	0	0
ENST00000412113	0	0	0	0	0	0	0	0
ENST00000329620	7.263	20.391	14.669	11.877	11.961	18.57	1.21	12.245
ENST00000436265	0	0	2.336	5.968	1.075	0	5.653	2.045
ENST00000475341	0	0	0	0	0	0	0	0
ENST00000328823	13.025	6.469	14.089	14.214	5.372	22.784	3.006	1.131
ENST00000461730	11.499	17.907	25.467	25.747	12.627	27.472	11.097	4.583
ENST00000445185	0	0	0	0	0	0	0	0
ENST00000487176	0	0	0	1.276	0	0	0	0
ENST00000470812	0.996	0	0	0	0	1	0	1
ENST00000543212	0	0	0	0	0	0	0	0
ENST00000612932	33.736	33.848	126.303	101.522	39.064	130.08	34.186	35.549
ENST00000665913	800.427	305.732	293.43	499.756	457.666	485.635	726.272	655.445
ENST00000579991	1733	2214.125	2572.529	2568.231	1982	1797.234	2977.187	2210.418
ENST00000307221	9.546	15.528	3.271	9.097	18.844	12.5	14.186	14.534
ENST00000246151	721.317	855.157	834.174	1042.478	855.491	704.562	1357.198	850.29
ENST00000415372	7.883	11.432	15.193	17.643	8.06	9.343	9.268	5.639
ENST00000374524	201.89	187.67	347.634	219.929	201.134	347.098	316.533	186.694
ENST00000290378	0	0	1.364	0	0	0	0	0
ENST00000650163	0	0	4.636	0	0	0	0	0
ENST00000647798	0	0	0	0	0	0	0	0
ENST00000557860	0	1	0	0	0	0	0	0
ENST00000560563	0	0	0	0	0	0	0	0
ENST00000648556	0	0	0	0	0	0	1	2
ENST00000481916	32.324	51.652	29.206	42.809	36.014	45.215	36.122	24.436
ENST00000531839	9.735	0	0	5.138	0	0	0	0
ENST00000584196	119.376	189.954	190.605	184.7	191.161	214.963	239.682	199.492
ENST00000577790	0	0	0	0	0	1.44	1.996	0
ENST00000338206	98.616	90.946	22.497	130.059	77.722	0	43.666	176.77
ENST00000421865	4	21	43	17.239	12	6.319	15.319	11.457
ENST00000466230	0	0	0	0	0	0	0	0
ENST00000645154	0	0	0	0	0	0	0	0
ENST00000498257	1	1	0	2.761	0	0	3.681	2.543
ENST00000494137	0	0	0	0	0	0.681	0	0
ENST00000618192	0	0	0	0	0	0	0	0
ENST00000617695	0	0	0	0	0	0	0	0
ENST00000247306	0	0	0	0	0	0	0	0
ENST00000369585	0	0	0	9	0	0	0	1
ENST00000392985	19.37	23.203	27.339	20.554	8.04	20.229	20.3	16.148
ENST00000369577	3342.589	3846.917	3336.001	3869.675	2671.795	3597.936	2522.491	3091.048
ENST00000369578	94.271	90.456	75.889	100.878	136.53	102.687	60.256	71.785
ENST00000518845	0	0	0	0	1.027	0	0	0
ENST00000339907	3648.254	2802.854	2136.799	3044.016	1300.029	1588.747	1420.057	1568.189
ENST00000496806	0	0	0	0	0	0	0	0
ENST00000524067	6.185	2.86	10.264	5.295	3.989	3.761	10.397	10.933
ENST00000485016	0	0	0	0	0	0	0	0
ENST00000466062	2.39	1.38	5.86	3.02	6.518	6.541	2.89	3.229
ENST00000368494	3624.012	3212.644	3607.883	4747.849	2892.941	2207.962	3481.03	2882.782
ENST00000431845	0	0	0	215.329	0	0	0	0
ENST00000418724	0	0	21.485	30.079	0	0	0	23.644
ENST00000510148	2.268	2.389	5.453	7.363	2.308	5.358	5.506	3.39
ENST00000393356	72.49	0	96.906	146.633	69.4	191.159	81.704	57.526
ENST00000507016	0	0	0	0	0	0	0	0
ENST00000502447	5.542	4.299	5.699	8.526	0	1.358	1.65	2.259
ENST00000504343	23.703	21.027	20.561	30.279	0	3.879	37.455	19.635
ENST00000618123	0	42.241	0	0	0	0	0	0
ENST00000261951	1163.997	1692.264	1628.767	1359.452	671.292	1222.246	1890.822	1332.189
ENST00000265523	1513.318	1003.619	1140.943	716.435	744.533	697.286	848.408	899.619
ENST00000402924	67.82	58.107	99.378	42.643	90.458	25.628	74.937	203.915
ENST00000424330	15.531	6.896	12.954	4.029	5.405	3.226	1.321	15.361
ENST00000453612	7.579	6.01	7.139	2.347	3.618	5.86	2.245	5.976
ENST00000486984	0	10.928	0	0	0	0	4.593	9.129
ENST00000414703	0	0	0	0	0	0	0	4
ENST00000547331	0	0	0	0	0	0	0	0
ENST00000379705	0	0	0	0	0	0	0	0
ENST00000625583	0	0	0	0	0	0	0	0
ENST00000379679	1	0	0	0	0	0	1	1
ENST00000488717	0	0	0	0	0	0	0	0
ENST00000355779	0	0	0	0	0	0	0	0
ENST00000358477	0	0	0	0	0	0	0	0
ENST00000379673	0	0	2	0	0	0	0	0
ENST00000494529	0	0	0	0	0	0	0	0
ENST00000338947	0	0	0	0	0	0	0	0
ENST00000426868	0	0	0	0	2	0	0	0
ENST00000472154	29.482	82.988	0	0	0	0	0	0
ENST00000496307	252.773	315.863	0	0	0	0	0	21.691
ENST00000453667	582.154	930.661	0	66.708	0	0	0	0
ENST00000420041	0	2.571	0	0	0	0	0	0
ENST00000566423	1299.889	901.934	1125.751	1464.431	1053.09	1274.166	1484.367	1565.237
ENST00000249822	3545.373	3434.611	4129.595	4261.126	2998.641	3089.751	5211.177	4297.993
ENST00000561650	108.959	78.641	39.83	76.996	52.447	29.729	53.315	51.157
ENST00000568196	34.618	45.637	74.858	60.624	100.392	70.899	58.381	56.599
ENST00000563277	125.609	89.461	130.557	28.692	0	26.766	27.32	21.228
ENST00000567669	64.292	38.741	100.436	35.183	0	11.073	16.971	26.688
ENST00000569723	44.127	33.898	0	0	0	0	15.99	20.574
ENST00000569281	0	0	0	0	0	0	0	0
ENST00000564163	38.901	57.696	28.966	56.644	87.563	30.066	36.976	45.34
ENST00000563566	3.119	0	0	4.746	0	0	0	3.348
ENST00000561971	4.98	4.453	6.82	4.873	10.028	2.279	4.554	1.85
